"date","age","cum.deaths","daily.deaths","code","weekly.deaths"
2020-05-11,"35-39",11,0,"GA",NA
2020-05-11,"40-44",13,0,"GA",NA
2020-05-11,"45-49",37,0,"GA",NA
2020-05-11,"5-9",5,0,"GA",NA
2020-05-11,"50-54",47,0,"GA",NA
2020-05-11,"55-59",73,0,"GA",NA
2020-05-11,"60-64",127,0,"GA",NA
2020-05-11,"65-69",170,0,"GA",NA
2020-05-11,"70-74",175,0,"GA",NA
2020-05-11,"75-79",210,0,"GA",NA
2020-05-11,"80-84",198,0,"GA",NA
2020-05-11,"85-89",162,0,"GA",NA
2020-05-11,"90+",164,0,"GA",NA
2020-05-12,"0-4",5,0,"GA",NA
2020-05-12,"10-14",5,0,"GA",NA
2020-05-12,"15-19",5,0,"GA",NA
2020-05-12,"20-24",6,1,"GA",NA
2020-05-12,"25-29",7,0,"GA",NA
2020-05-12,"30-34",18,1,"GA",NA
2020-05-12,"35-39",11,0,"GA",NA
2020-05-12,"40-44",13,0,"GA",NA
2020-05-12,"45-49",37,0,"GA",NA
2020-05-12,"5-9",5,0,"GA",NA
2020-05-12,"50-54",51,3,"GA",NA
2020-05-12,"55-59",75,2,"GA",NA
2020-05-12,"60-64",130,3,"GA",NA
2020-05-12,"65-69",177,7,"GA",NA
2020-05-12,"70-74",184,9,"GA",NA
2020-05-12,"75-79",214,4,"GA",NA
2020-05-12,"80-84",205,7,"GA",NA
2020-05-12,"85-89",169,7,"GA",NA
2020-05-12,"90+",186,22,"GA",NA
2020-05-13,"0-4",5,0,"GA",NA
2020-05-13,"10-14",5,0,"GA",NA
2020-05-13,"15-19",5,0,"GA",NA
2020-05-13,"20-24",6,0,"GA",NA
2020-05-13,"25-29",7,0,"GA",NA
2020-05-13,"30-34",18,0,"GA",NA
2020-05-13,"35-39",11,0,"GA",NA
2020-05-13,"40-44",13,0,"GA",NA
2020-05-13,"45-49",39,2,"GA",NA
2020-05-13,"5-9",5,0,"GA",NA
2020-05-13,"50-54",50,0,"GA",NA
2020-05-13,"55-59",79,4,"GA",NA
2020-05-13,"60-64",132,2,"GA",NA
2020-05-13,"65-69",179,2,"GA",NA
2020-05-13,"70-74",191,7,"GA",NA
2020-05-13,"75-79",219,5,"GA",NA
2020-05-13,"80-84",212,7,"GA",NA
2020-05-13,"85-89",177,8,"GA",NA
2020-05-13,"90+",196,10,"GA",NA
2020-05-14,"0-4",5,0,"GA",NA
2020-05-14,"10-14",5,0,"GA",NA
2020-05-14,"15-19",5,0,"GA",NA
2020-05-14,"20-24",6,0,"GA",NA
2020-05-14,"25-29",7,0,"GA",NA
2020-05-14,"30-34",19,1,"GA",NA
2020-05-14,"35-39",11,0,"GA",NA
2020-05-14,"40-44",15,2,"GA",NA
2020-05-14,"45-49",39,0,"GA",NA
2020-05-14,"5-9",5,0,"GA",NA
2020-05-14,"50-54",50,0,"GA",NA
2020-05-14,"55-59",81,2,"GA",NA
2020-05-14,"60-64",132,0,"GA",NA
2020-05-14,"65-69",179,0,"GA",NA
2020-05-14,"70-74",193,2,"GA",NA
2020-05-14,"75-79",225,6,"GA",NA
2020-05-14,"80-84",215,3,"GA",NA
2020-05-14,"85-89",179,2,"GA",NA
2020-05-14,"90+",199,3,"GA",NA
2020-05-15,"0-4",5,0,"GA",NA
2020-05-15,"10-14",5,0,"GA",NA
2020-05-15,"15-19",5,0,"GA",NA
2020-05-15,"20-24",6,0,"GA",NA
2020-05-15,"25-29",7,0,"GA",NA
2020-05-15,"30-34",19,0,"GA",NA
2020-05-15,"35-39",11,0,"GA",NA
2020-05-15,"40-44",15,0,"GA",NA
2020-05-15,"45-49",40,1,"GA",NA
2020-05-15,"5-9",5,0,"GA",NA
2020-05-15,"50-54",50,0,"GA",NA
2020-05-15,"55-59",82,1,"GA",NA
2020-05-15,"60-64",135,3,"GA",NA
2020-05-15,"65-69",181,2,"GA",NA
2020-05-15,"70-74",197,4,"GA",NA
2020-05-15,"75-79",229,4,"GA",NA
2020-05-15,"80-84",220,5,"GA",NA
2020-05-15,"85-89",184,5,"GA",NA
2020-05-15,"90+",203,4,"GA",NA
2020-05-16,"0-4",5,0,"GA",NA
2020-05-16,"10-14",5,0,"GA",NA
2020-05-16,"15-19",5,0,"GA",NA
2020-05-16,"20-24",6,0,"GA",NA
2020-05-16,"25-29",7,0,"GA",NA
2020-05-16,"30-34",19,0,"GA",NA
2020-05-16,"35-39",11,0,"GA",NA
2020-05-16,"40-44",15,0,"GA",NA
2020-05-16,"45-49",41,1,"GA",NA
2020-05-16,"5-9",5,0,"GA",NA
2020-05-16,"50-54",50,0,"GA",NA
2020-05-16,"55-59",83,1,"GA",NA
2020-05-16,"60-64",138,3,"GA",NA
2020-05-16,"65-69",183,2,"GA",NA
2020-05-16,"70-74",201,4,"GA",NA
2020-05-16,"75-79",233,4,"GA",NA
2020-05-16,"80-84",225,5,"GA",NA
2020-05-16,"85-89",189,5,"GA",NA
2020-05-16,"90+",207,4,"GA",NA
2020-05-17,"0-4",5,0,"GA",NA
2020-05-17,"10-14",5,0,"GA",NA
2020-05-17,"15-19",5,0,"GA",NA
2020-05-17,"20-24",6,0,"GA",NA
2020-05-17,"25-29",7,0,"GA",NA
2020-05-17,"30-34",19,0,"GA",NA
2020-05-17,"35-39",11,0,"GA",NA
2020-05-17,"40-44",15,0,"GA",NA
2020-05-17,"45-49",42,1,"GA",NA
2020-05-17,"5-9",5,0,"GA",NA
2020-05-17,"50-54",50,0,"GA",NA
2020-05-17,"55-59",84,1,"GA",NA
2020-05-17,"60-64",141,3,"GA",NA
2020-05-17,"65-69",185,2,"GA",NA
2020-05-17,"70-74",205,4,"GA",NA
2020-05-17,"75-79",237,4,"GA",NA
2020-05-17,"80-84",230,5,"GA",NA
2020-05-17,"85-89",194,5,"GA",NA
2020-05-17,"90+",211,4,"GA",NA
2020-05-18,"0-4",5,0,"GA",NA
2020-05-18,"10-14",5,0,"GA",NA
2020-05-18,"15-19",5,0,"GA",NA
2020-05-18,"20-24",6,0,"GA",NA
2020-05-18,"25-29",7,0,"GA",NA
2020-05-18,"30-34",19,0,"GA",NA
2020-05-18,"35-39",11,0,"GA",NA
2020-05-18,"40-44",15,0,"GA",NA
2020-05-18,"45-49",43,1,"GA",NA
2020-05-18,"5-9",5,0,"GA",NA
2020-05-18,"50-54",50,0,"GA",NA
2020-05-18,"55-59",85,1,"GA",NA
2020-05-18,"60-64",144,3,"GA",NA
2020-05-18,"65-69",187,2,"GA",NA
2020-05-18,"70-74",209,4,"GA",NA
2020-05-18,"75-79",241,4,"GA",NA
2020-05-18,"80-84",235,5,"GA",NA
2020-05-18,"85-89",199,5,"GA",NA
2020-05-18,"90+",215,4,"GA",NA
2020-05-19,"0-4",5,0,"GA",NA
2020-05-19,"10-14",5,0,"GA",NA
2020-05-19,"15-19",5,0,"GA",NA
2020-05-19,"20-24",6,0,"GA",NA
2020-05-19,"25-29",7,0,"GA",NA
2020-05-19,"30-34",19,0,"GA",NA
2020-05-19,"35-39",11,0,"GA",NA
2020-05-19,"40-44",15,0,"GA",NA
2020-05-19,"45-49",44,1,"GA",NA
2020-05-19,"5-9",5,0,"GA",NA
2020-05-19,"50-54",50,0,"GA",NA
2020-05-19,"55-59",86,1,"GA",NA
2020-05-19,"60-64",147,3,"GA",NA
2020-05-19,"65-69",189,2,"GA",NA
2020-05-19,"70-74",213,4,"GA",NA
2020-05-19,"75-79",245,4,"GA",NA
2020-05-19,"80-84",240,5,"GA",NA
2020-05-19,"85-89",204,5,"GA",NA
2020-05-19,"90+",219,4,"GA",NA
2020-05-20,"0-4",5,0,"GA",NA
2020-05-20,"10-14",5,0,"GA",NA
2020-05-20,"15-19",5,0,"GA",NA
2020-05-20,"20-24",6,0,"GA",NA
2020-05-20,"25-29",7,0,"GA",NA
2020-05-20,"30-34",19,0,"GA",NA
2020-05-20,"35-39",11,0,"GA",NA
2020-05-20,"40-44",15,0,"GA",NA
2020-05-20,"45-49",45,1,"GA",NA
2020-05-20,"5-9",5,0,"GA",NA
2020-05-20,"50-54",50,0,"GA",NA
2020-05-20,"55-59",87,1,"GA",NA
2020-05-20,"60-64",150,3,"GA",NA
2020-05-20,"65-69",191,2,"GA",NA
2020-05-20,"70-74",217,4,"GA",NA
2020-05-20,"75-79",249,4,"GA",NA
2020-05-20,"80-84",245,5,"GA",NA
2020-05-20,"85-89",209,5,"GA",NA
2020-05-20,"90+",223,4,"GA",NA
2020-05-21,"0-4",5,0,"GA",NA
2020-05-21,"10-14",5,0,"GA",NA
2020-05-21,"15-19",5,0,"GA",NA
2020-05-21,"20-24",6,0,"GA",NA
2020-05-21,"25-29",7,0,"GA",NA
2020-05-21,"30-34",19,0,"GA",NA
2020-05-21,"35-39",11,0,"GA",NA
2020-05-21,"40-44",15,0,"GA",NA
2020-05-21,"45-49",46,1,"GA",NA
2020-05-21,"5-9",5,0,"GA",NA
2020-05-21,"50-54",50,0,"GA",NA
2020-05-21,"55-59",88,1,"GA",NA
2020-05-21,"60-64",153,3,"GA",NA
2020-05-21,"65-69",193,2,"GA",NA
2020-05-21,"70-74",221,4,"GA",NA
2020-05-21,"75-79",253,4,"GA",NA
2020-05-21,"80-84",250,5,"GA",NA
2020-05-21,"85-89",214,5,"GA",NA
2020-05-21,"90+",227,4,"GA",NA
2020-05-22,"0-4",5,0,"GA",NA
2020-05-22,"10-14",5,0,"GA",NA
2020-05-22,"15-19",5,0,"GA",NA
2020-05-22,"20-24",6,0,"GA",NA
2020-05-22,"25-29",7,0,"GA",NA
2020-05-22,"30-34",19,0,"GA",NA
2020-05-22,"35-39",11,0,"GA",NA
2020-05-22,"40-44",15,0,"GA",NA
2020-05-22,"45-49",47,1,"GA",NA
2020-05-22,"5-9",5,0,"GA",NA
2020-05-22,"50-54",50,0,"GA",NA
2020-05-22,"55-59",89,1,"GA",NA
2020-05-22,"60-64",156,3,"GA",NA
2020-05-22,"65-69",195,2,"GA",NA
2020-05-22,"70-74",225,4,"GA",NA
2020-05-22,"75-79",257,4,"GA",NA
2020-05-22,"80-84",255,5,"GA",NA
2020-05-22,"85-89",219,5,"GA",NA
2020-05-22,"90+",231,4,"GA",NA
2020-05-23,"0-4",5,4,"GA",NA
2020-05-23,"10-14",5,4,"GA",NA
2020-05-23,"15-19",5,4,"GA",NA
2020-05-23,"20-24",5,4,"GA",NA
2020-05-23,"25-29",8,4,"GA",NA
2020-05-23,"30-34",21,4,"GA",NA
2020-05-23,"35-39",10,4,"GA",NA
2020-05-23,"40-44",17,4,"GA",NA
2020-05-23,"45-49",51,4,"GA",NA
2020-05-23,"5-9",5,4,"GA",NA
2020-05-23,"50-54",52,4,"GA",NA
2020-05-23,"55-59",93,4,"GA",NA
2020-05-23,"60-64",161,4,"GA",NA
2020-05-23,"65-69",201,4,"GA",NA
2020-05-23,"70-74",233,4,"GA",NA
2020-05-23,"75-79",265,4,"GA",NA
2020-05-23,"80-84",262,4,"GA",NA
2020-05-23,"85-89",225,4,"GA",NA
2020-05-23,"90+",237,4,"GA",NA
2020-05-24,"0-4",5,0,"GA",NA
2020-05-24,"10-14",5,0,"GA",NA
2020-05-24,"15-19",5,0,"GA",NA
2020-05-24,"20-24",5,0,"GA",NA
2020-05-24,"25-29",8,0,"GA",NA
2020-05-24,"30-34",21,0,"GA",NA
2020-05-24,"35-39",10,0,"GA",NA
2020-05-24,"40-44",17,0,"GA",NA
2020-05-24,"45-49",51,0,"GA",NA
2020-05-24,"5-9",5,0,"GA",NA
2020-05-24,"50-54",52,0,"GA",NA
2020-05-24,"55-59",93,0,"GA",NA
2020-05-24,"60-64",161,0,"GA",NA
2020-05-24,"65-69",201,0,"GA",NA
2020-05-24,"70-74",233,0,"GA",NA
2020-05-24,"75-79",266,1,"GA",NA
2020-05-24,"80-84",262,0,"GA",NA
2020-05-24,"85-89",225,0,"GA",NA
2020-05-24,"90+",237,0,"GA",NA
2020-05-25,"0-4",5,0,"GA",NA
2020-05-25,"10-14",5,0,"GA",NA
2020-05-25,"15-19",5,0,"GA",NA
2020-05-25,"20-24",5,0,"GA",NA
2020-05-25,"25-29",8,0,"GA",NA
2020-05-25,"30-34",21,0,"GA",NA
2020-05-25,"35-39",10,0,"GA",NA
2020-05-25,"40-44",17,0,"GA",NA
2020-05-25,"45-49",51,0,"GA",NA
2020-05-25,"5-9",5,0,"GA",NA
2020-05-25,"50-54",54,2,"GA",NA
2020-05-25,"55-59",94,1,"GA",NA
2020-05-25,"60-64",161,0,"GA",NA
2020-05-25,"65-69",205,4,"GA",NA
2020-05-25,"70-74",236,3,"GA",NA
2020-05-25,"75-79",268,2,"GA",NA
2020-05-25,"80-84",265,3,"GA",NA
2020-05-25,"85-89",229,4,"GA",NA
2020-05-25,"90+",243,6,"GA",NA
2020-05-26,"0-4",5,0,"GA",NA
2020-05-26,"10-14",5,0,"GA",NA
2020-05-26,"15-19",5,0,"GA",NA
2020-05-26,"20-24",5,0,"GA",NA
2020-05-26,"25-29",8,0,"GA",NA
2020-05-26,"30-34",21,0,"GA",NA
2020-05-26,"35-39",10,0,"GA",NA
2020-05-26,"40-44",17,0,"GA",NA
2020-05-26,"45-49",51,0,"GA",NA
2020-05-26,"5-9",5,0,"GA",NA
2020-05-26,"50-54",55,1,"GA",NA
2020-05-26,"55-59",94,0,"GA",NA
2020-05-26,"60-64",164,3,"GA",NA
2020-05-26,"65-69",208,3,"GA",NA
2020-05-26,"70-74",239,3,"GA",NA
2020-05-26,"75-79",270,2,"GA",NA
2020-05-26,"80-84",266,1,"GA",NA
2020-05-26,"85-89",231,2,"GA",NA
2020-05-26,"90+",250,7,"GA",NA
