"date","age","cum.deaths","daily.deaths","code","weekly.deaths"
2020-05-17,"0-19",0,0,"MO",NA
2020-05-18,"20-29",1,0,"MO",NA
2020-05-18,"30-39",3,0,"MO",NA
2020-05-18,"40-49",12,0,"MO",NA
2020-05-18,"50-59",44,1,"MO",NA
2020-05-18,"60-69",108,1,"MO",NA
2020-05-18,"70-79",153,3,"MO",NA
2020-05-18,"80+",284,6,"MO",NA
2020-05-18,"0-19",0,0,"MO",NA
2020-05-19,"20-29",1,0,"MO",NA
2020-05-19,"30-39",3,0,"MO",NA
2020-05-19,"40-49",13,1,"MO",NA
2020-05-19,"50-59",44,0,"MO",NA
2020-05-19,"60-69",108,0,"MO",NA
2020-05-19,"70-79",158,5,"MO",NA
2020-05-19,"80+",289,5,"MO",NA
2020-05-19,"0-19",0,0,"MO",NA
2020-05-20,"20-29",1,0,"MO",NA
2020-05-20,"30-39",3,0,"MO",NA
2020-05-20,"40-49",13,0,"MO",NA
2020-05-20,"50-59",44,0,"MO",NA
2020-05-20,"60-69",108,0,"MO",NA
2020-05-20,"70-79",161,3,"MO",NA
2020-05-20,"80+",294,5,"MO",NA
2020-05-20,"0-19",0,0,"MO",NA
2020-05-21,"20-29",1,0,"MO",NA
2020-05-21,"30-39",3,0,"MO",NA
2020-05-21,"40-49",13,0,"MO",NA
2020-05-21,"50-59",43,0,"MO",NA
2020-05-21,"60-69",108,0,"MO",NA
2020-05-21,"70-79",164,3,"MO",NA
2020-05-21,"80+",299,5,"MO",NA
2020-05-21,"0-19",0,0,"MO",NA
2020-05-22,"20-29",1,0,"MO",NA
2020-05-22,"30-39",4,1,"MO",NA
2020-05-22,"40-49",13,0,"MO",NA
2020-05-22,"50-59",43,0,"MO",NA
2020-05-22,"60-69",110,2,"MO",NA
2020-05-22,"70-79",171,7,"MO",NA
2020-05-22,"80+",319,20,"MO",NA
2020-05-22,"0-19",0,0,"MO",NA
2020-05-23,"20-29",1,0,"MO",NA
2020-05-23,"30-39",4,0,"MO",NA
2020-05-23,"40-49",13,0,"MO",NA
2020-05-23,"50-59",43,0,"MO",NA
2020-05-23,"60-69",112,2,"MO",NA
2020-05-23,"70-79",175,4,"MO",NA
2020-05-23,"80+",323,4,"MO",NA
2020-05-23,"0-19",0,0,"MO",NA
2020-05-24,"20-29",1,0,"MO",NA
2020-05-24,"30-39",4,0,"MO",NA
2020-05-24,"40-49",13,0,"MO",NA
2020-05-24,"50-59",43,0,"MO",NA
2020-05-24,"60-69",113,1,"MO",NA
2020-05-24,"70-79",178,3,"MO",NA
2020-05-24,"80+",324,1,"MO",NA
2020-05-24,"0-19",0,0,"MO",NA
2020-05-25,"20-29",1,0,"MO",NA
2020-05-25,"30-39",4,0,"MO",NA
2020-05-25,"40-49",13,0,"MO",NA
2020-05-25,"50-59",43,0,"MO",NA
2020-05-25,"60-69",116,3,"MO",NA
2020-05-25,"70-79",180,2,"MO",NA
2020-05-25,"80+",324,0,"MO",NA
2020-05-25,"0-19",0,0,"MO",NA
2020-05-26,"20-29",1,0,"MO",NA
2020-05-26,"30-39",4,0,"MO",NA
2020-05-26,"40-49",13,0,"MO",NA
2020-05-26,"50-59",44,1,"MO",NA
2020-05-26,"60-69",116,0,"MO",NA
2020-05-26,"70-79",180,0,"MO",NA
2020-05-26,"80+",327,3,"MO",NA
2020-05-26,"0-19",0,0,"MO",NA
2020-05-14,"20-29",18,NA,"IL",NA
2020-05-14,"30-39",57,NA,"IL",NA
2020-05-14,"40-49",130,NA,"IL",NA
2020-05-14,"50-59",332,NA,"IL",NA
2020-05-14,"60-69",695,NA,"IL",NA
2020-05-14,"70-79",966,NA,"IL",NA
2020-05-14,"80+",1728,NA,"IL",NA
2020-05-14,"0-19",2,NA,"IL",NA
2020-05-15,"20-29",18,0,"IL",NA
2020-05-15,"30-39",59,2,"IL",NA
2020-05-15,"40-49",138,8,"IL",NA
2020-05-15,"50-59",341,9,"IL",NA
2020-05-15,"60-69",714,19,"IL",NA
2020-05-15,"70-79",991,25,"IL",NA
2020-05-15,"80+",1794,66,"IL",NA
2020-05-15,"0-19",3,1,"IL",NA
2020-05-16,"20-29",18,0,"IL",NA
2020-05-16,"30-39",61,2,"IL",NA
2020-05-16,"40-49",140,2,"IL",NA
2020-05-16,"50-59",352,11,"IL",NA
2020-05-16,"60-69",721,7,"IL",NA
2020-05-16,"70-79",1005,14,"IL",NA
2020-05-16,"80+",1829,35,"IL",NA
2020-05-16,"0-19",3,0,"IL",NA
2020-05-17,"20-29",18,0,"IL",NA
2020-05-17,"30-39",62,1,"IL",NA
2020-05-17,"40-49",142,2,"IL",NA
2020-05-17,"50-59",354,2,"IL",NA
2020-05-17,"60-69",729,8,"IL",NA
2020-05-17,"70-79",1020,15,"IL",NA
2020-05-17,"80+",1849,20,"IL",NA
2020-05-17,"0-19",3,0,"IL",NA
2020-05-18,"20-29",18,0,"IL",NA
2020-05-18,"30-39",62,0,"IL",NA
2020-05-18,"40-49",145,3,"IL",NA
2020-05-18,"50-59",361,7,"IL",NA
2020-05-18,"60-69",739,10,"IL",NA
2020-05-18,"70-79",1034,14,"IL",NA
2020-05-18,"80+",1872,23,"IL",NA
2020-05-18,"0-19",3,0,"IL",NA
2020-05-19,"20-29",18,0,"IL",NA
2020-05-19,"30-39",66,4,"IL",NA
2020-05-19,"40-49",146,1,"IL",NA
2020-05-19,"50-59",372,11,"IL",NA
2020-05-19,"60-69",765,26,"IL",NA
2020-05-19,"70-79",1069,35,"IL",NA
2020-05-19,"80+",1940,68,"IL",NA
2020-05-19,"0-19",3,0,"IL",NA
2020-05-20,"20-29",18,0,"IL",NA
2020-05-20,"30-39",69,3,"IL",NA
2020-05-20,"40-49",156,10,"IL",NA
2020-05-20,"50-59",379,7,"IL",NA
2020-05-20,"60-69",801,36,"IL",NA
2020-05-20,"70-79",1095,26,"IL",NA
2020-05-20,"80+",2004,64,"IL",NA
2020-05-20,"0-19",3,0,"IL",NA
2020-05-21,"20-29",18,0,"IL",NA
2020-05-21,"30-39",72,3,"IL",NA
2020-05-21,"40-49",157,1,"IL",NA
2020-05-21,"50-59",387,8,"IL",NA
2020-05-21,"60-69",813,12,"IL",NA
2020-05-21,"70-79",1113,18,"IL",NA
2020-05-21,"80+",2044,40,"IL",NA
2020-05-21,"0-19",3,0,"IL",NA
2020-05-22,"20-29",18,0,"IL",NA
2020-05-22,"30-39",72,0,"IL",NA
2020-05-22,"40-49",162,5,"IL",NA
2020-05-22,"50-59",398,11,"IL",NA
2020-05-22,"60-69",834,21,"IL",NA
2020-05-22,"70-79",1134,21,"IL",NA
2020-05-22,"80+",2094,50,"IL",NA
2020-05-22,"0-19",3,0,"IL",NA
2020-05-23,"20-29",19,1,"IL",NA
2020-05-23,"30-39",74,2,"IL",NA
2020-05-23,"40-49",162,0,"IL",NA
2020-05-23,"50-59",407,9,"IL",NA
2020-05-23,"60-69",849,15,"IL",NA
2020-05-23,"70-79",1151,17,"IL",NA
2020-05-23,"80+",2125,31,"IL",NA
2020-05-23,"0-19",3,0,"IL",NA
2020-05-24,"20-29",20,1,"IL",NA
2020-05-24,"30-39",76,2,"IL",NA
2020-05-24,"40-49",162,0,"IL",NA
2020-05-24,"50-59",413,6,"IL",NA
2020-05-24,"60-69",861,12,"IL",NA
2020-05-24,"70-79",1164,13,"IL",NA
2020-05-24,"80+",2157,32,"IL",NA
2020-05-24,"0-19",3,0,"IL",NA
2020-05-25,"20-29",20,0,"IL",NA
2020-05-25,"30-39",78,2,"IL",NA
2020-05-25,"40-49",163,1,"IL",NA
2020-05-25,"50-59",415,2,"IL",NA
2020-05-25,"60-69",864,3,"IL",NA
2020-05-25,"70-79",1174,10,"IL",NA
2020-05-25,"80+",2167,10,"IL",NA
2020-05-25,"0-19",3,0,"IL",NA
2020-05-26,"20-29",20,0,"IL",NA
2020-05-26,"30-39",79,1,"IL",NA
2020-05-26,"40-49",165,2,"IL",NA
2020-05-26,"50-59",419,4,"IL",NA
2020-05-26,"60-69",869,5,"IL",NA
2020-05-26,"70-79",1194,20,"IL",NA
2020-05-26,"80+",2174,7,"IL",NA
2020-05-26,"0-19",3,0,"IL",NA
2020-05-12,"20-29",8,NA,"LA",NA
2020-05-12,"30-39",41,NA,"LA",NA
2020-05-12,"40-49",85,NA,"LA",NA
2020-05-12,"50-59",198,NA,"LA",NA
2020-05-12,"60-69",418,NA,"LA",NA
2020-05-12,"70+",1529,NA,"LA",NA
2020-05-12,"0-19",2,NA,"LA",NA
2020-05-13,"20-29",8,0,"LA",NA
2020-05-13,"30-39",41,0,"LA",NA
2020-05-13,"40-49",87,2,"LA",NA
2020-05-13,"50-59",202,4,"LA",NA
2020-05-13,"60-69",424,6,"LA",NA
2020-05-13,"70+",1551,22,"LA",NA
2020-05-13,"0-19",2,0,"LA",NA
2020-05-14,"20-29",9,1,"LA",NA
2020-05-14,"30-39",41,0,"LA",NA
2020-05-14,"40-49",88,1,"LA",NA
2020-05-14,"50-59",206,4,"LA",NA
2020-05-14,"60-69",429,5,"LA",NA
2020-05-14,"70+",1576,25,"LA",NA
2020-05-14,"0-19",2,0,"LA",NA
2020-05-15,"20-29",9,0,"LA",NA
2020-05-15,"30-39",41,0,"LA",NA
2020-05-15,"40-49",90,2,"LA",NA
2020-05-15,"50-59",206,0,"LA",NA
2020-05-15,"60-69",436,7,"LA",NA
2020-05-15,"70+",1598,22,"LA",NA
2020-05-15,"0-19",2,0,"LA",NA
2020-05-16,"20-29",9,0,"LA",NA
2020-05-16,"30-39",42,1,"LA",NA
2020-05-16,"40-49",92,2,"LA",NA
2020-05-16,"50-59",209,3,"LA",NA
2020-05-16,"60-69",440,4,"LA",NA
2020-05-16,"70+",1619,21,"LA",NA
2020-05-16,"0-19",2,0,"LA",NA
2020-05-17,"20-29",9,0,"LA",NA
2020-05-17,"30-39",42,0,"LA",NA
2020-05-17,"40-49",92,0,"LA",NA
2020-05-17,"50-59",210,1,"LA",NA
2020-05-17,"60-69",442,2,"LA",NA
2020-05-17,"70+",1628,9,"LA",NA
2020-05-17,"0-19",2,0,"LA",NA
2020-05-18,"20-29",9,0,"LA",NA
2020-05-18,"30-39",43,1,"LA",NA
2020-05-18,"40-49",92,0,"LA",NA
2020-05-18,"50-59",213,3,"LA",NA
2020-05-18,"60-69",443,1,"LA",NA
2020-05-18,"70+",1638,10,"LA",NA
2020-05-18,"0-19",2,0,"LA",NA
2020-05-19,"20-29",9,0,"LA",NA
2020-05-19,"30-39",43,0,"LA",NA
2020-05-19,"40-49",93,1,"LA",NA
2020-05-19,"50-59",214,1,"LA",NA
2020-05-19,"60-69",448,5,"LA",NA
2020-05-19,"70+",1649,11,"LA",NA
2020-05-19,"0-19",2,0,"LA",NA
2020-05-20,"20-29",9,0,"LA",NA
2020-05-20,"30-39",44,1,"LA",NA
2020-05-20,"40-49",94,1,"LA",NA
2020-05-20,"50-59",218,4,"LA",NA
2020-05-20,"60-69",455,7,"LA",NA
2020-05-20,"70+",1663,14,"LA",NA
2020-05-20,"0-19",2,0,"LA",NA
2020-05-21,"20-29",9,0,"LA",NA
2020-05-21,"30-39",44,0,"LA",NA
2020-05-21,"40-49",94,0,"LA",NA
2020-05-21,"50-59",221,3,"LA",NA
2020-05-21,"60-69",460,5,"LA",NA
2020-05-21,"70+",1676,13,"LA",NA
2020-05-21,"0-19",2,0,"LA",NA
2020-05-22,"20-29",9,0,"LA",NA
2020-05-22,"30-39",45,1,"LA",NA
2020-05-22,"40-49",94,0,"LA",NA
2020-05-22,"50-59",224,3,"LA",NA
2020-05-22,"60-69",467,7,"LA",NA
2020-05-22,"70+",1704,28,"LA",NA
2020-05-22,"0-19",2,0,"LA",NA
2020-05-23,"20-29",9,0,"LA",NA
2020-05-23,"30-39",45,0,"LA",NA
2020-05-23,"40-49",96,2,"LA",NA
2020-05-23,"50-59",228,4,"LA",NA
2020-05-23,"60-69",470,3,"LA",NA
2020-05-23,"70+",1710,6,"LA",NA
2020-05-23,"0-19",2,0,"LA",NA
2020-05-24,"20-29",9,0,"LA",NA
2020-05-24,"30-39",45,0,"LA",NA
2020-05-24,"40-49",96,0,"LA",NA
2020-05-24,"50-59",230,2,"LA",NA
2020-05-24,"60-69",471,1,"LA",NA
2020-05-24,"70+",1714,4,"LA",NA
2020-05-24,"0-19",2,0,"LA",NA
2020-05-25,"20-29",9,0,"LA",NA
2020-05-25,"30-39",45,0,"LA",NA
2020-05-25,"40-49",97,1,"LA",NA
2020-05-25,"50-59",231,1,"LA",NA
2020-05-25,"60-69",472,1,"LA",NA
2020-05-25,"70+",1729,15,"LA",NA
2020-05-25,"0-19",2,0,"LA",NA
2020-05-26,"20-29",9,0,"LA",NA
2020-05-26,"30-39",45,0,"LA",NA
2020-05-26,"40-49",97,0,"LA",NA
2020-05-26,"50-59",233,2,"LA",NA
2020-05-26,"60-69",473,1,"LA",NA
2020-05-26,"70+",1737,8,"LA",NA
2020-05-26,"0-19",2,0,"LA",NA
2020-05-13,"30-39",2,NA,"KY",NA
2020-05-13,"40-49",5,NA,"KY",NA
2020-05-13,"50-59",22,NA,"KY",NA
2020-05-13,"60-69",51,NA,"KY",NA
2020-05-13,"70-79",74,NA,"KY",NA
2020-05-13,"80+",167,NA,"KY",NA
2020-05-14,"30-39",2,0,"KY",NA
2020-05-14,"40-49",5,0,"KY",NA
2020-05-14,"50-59",22,0,"KY",NA
2020-05-14,"60-69",51,0,"KY",NA
2020-05-14,"70-79",76,2,"KY",NA
2020-05-14,"80+",170,3,"KY",NA
2020-05-15,"30-39",2,0,"KY",NA
2020-05-15,"40-49",5,0,"KY",NA
2020-05-15,"50-59",22,0,"KY",NA
2020-05-15,"60-69",51,0,"KY",NA
2020-05-15,"70-79",76,0,"KY",NA
2020-05-15,"80+",172,2,"KY",NA
2020-05-16,"30-39",2,0,"KY",NA
2020-05-16,"40-49",5,0,"KY",NA
2020-05-16,"50-59",22,0,"KY",NA
2020-05-16,"60-69",53,2,"KY",NA
2020-05-16,"70-79",78,2,"KY",NA
2020-05-16,"80+",174,2,"KY",NA
2020-05-17,"30-39",2,0,"KY",NA
2020-05-17,"40-49",5,0,"KY",NA
2020-05-17,"50-59",22,0,"KY",NA
2020-05-17,"60-69",53,0,"KY",NA
2020-05-17,"70-79",78,0,"KY",NA
2020-05-17,"80+",174,0,"KY",NA
2020-05-18,"30-39",2,0,"KY",NA
2020-05-18,"40-49",5,0,"KY",NA
2020-05-18,"50-59",22,0,"KY",NA
2020-05-18,"60-69",53,0,"KY",NA
2020-05-18,"70-79",78,0,"KY",NA
2020-05-18,"80+",174,0,"KY",NA
2020-05-19,"30-39",2,0,"KY",NA
2020-05-19,"40-49",5,0,"KY",NA
2020-05-19,"50-59",23,1,"KY",NA
2020-05-19,"60-69",55,2,"KY",NA
2020-05-19,"70-79",83,5,"KY",NA
2020-05-19,"80+",178,4,"KY",NA
2020-05-20,"30-39",2,0,"KY",NA
2020-05-20,"40-49",5,0,"KY",NA
2020-05-20,"50-59",23,0,"KY",NA
2020-05-20,"60-69",58,3,"KY",NA
2020-05-20,"70-79",87,4,"KY",NA
2020-05-20,"80+",191,13,"KY",NA
2020-05-21,"30-39",2,0,"KY",NA
2020-05-21,"40-49",6,1,"KY",NA
2020-05-21,"50-59",23,0,"KY",NA
2020-05-21,"60-69",58,0,"KY",NA
2020-05-21,"70-79",94,7,"KY",NA
2020-05-21,"80+",193,2,"KY",NA
2020-05-22,"30-39",2,0,"KY",NA
2020-05-22,"40-49",6,0,"KY",NA
2020-05-22,"50-59",25,2,"KY",NA
2020-05-22,"60-69",60,2,"KY",NA
2020-05-22,"70-79",97,3,"KY",NA
2020-05-22,"80+",196,3,"KY",NA
2020-05-23,"30-39",2,0,"KY",NA
2020-05-23,"40-49",6,0,"KY",NA
2020-05-23,"50-59",25,0,"KY",NA
2020-05-23,"60-69",60,0,"KY",NA
2020-05-23,"70-79",99,2,"KY",NA
2020-05-23,"80+",199,3,"KY",NA
2020-05-24,"30-39",2,0,"KY",NA
2020-05-24,"40-49",6,0,"KY",NA
2020-05-24,"50-59",25,0,"KY",NA
2020-05-24,"60-69",60,0,"KY",NA
2020-05-24,"70-79",99,0,"KY",NA
2020-05-24,"80+",199,0,"KY",NA
2020-05-25,"30-39",2,0,"KY",NA
2020-05-25,"40-49",6,0,"KY",NA
2020-05-25,"50-59",25,0,"KY",NA
2020-05-25,"60-69",60,0,"KY",NA
2020-05-25,"70-79",99,0,"KY",NA
2020-05-25,"80+",199,0,"KY",NA
2020-05-26,"30-39",2,0,"KY",NA
2020-05-26,"40-49",6,0,"KY",NA
2020-05-26,"50-59",25,0,"KY",NA
2020-05-26,"60-69",60,0,"KY",NA
2020-05-26,"70-79",99,0,"KY",NA
2020-05-26,"80+",199,0,"KY",NA
2020-05-13,"0-19",2,NA,"IN",NA
2020-05-13,"20-29",3,NA,"IN",NA
2020-05-13,"30-39",12,NA,"IN",NA
2020-05-13,"40-49",29,NA,"IN",NA
2020-05-13,"50-59",87,NA,"IN",NA
2020-05-13,"60-69",246,NA,"IN",NA
2020-05-13,"70-79",377,NA,"IN",NA
2020-05-13,"80+",751,NA,"IN",NA
2020-05-14,"0-19",2,0,"IN",NA
2020-05-14,"20-29",3,0,"IN",NA
2020-05-14,"30-39",12,0,"IN",NA
2020-05-14,"40-49",29,0,"IN",NA
2020-05-14,"50-59",91,4,"IN",NA
2020-05-14,"60-69",254,8,"IN",NA
2020-05-14,"70-79",386,9,"IN",NA
2020-05-14,"80+",770,19,"IN",NA
2020-05-15,"0-19",2,0,"IN",NA
2020-05-15,"20-29",3,0,"IN",NA
2020-05-15,"30-39",13,1,"IN",NA
2020-05-15,"40-49",30,1,"IN",NA
2020-05-15,"50-59",93,2,"IN",NA
2020-05-15,"60-69",262,8,"IN",NA
2020-05-15,"70-79",394,8,"IN",NA
2020-05-15,"80+",798,28,"IN",NA
2020-05-16,"0-19",2,0,"IN",NA
2020-05-16,"20-29",3,0,"IN",NA
2020-05-16,"30-39",13,0,"IN",NA
2020-05-16,"40-49",31,1,"IN",NA
2020-05-16,"50-59",95,1,"IN",NA
2020-05-16,"60-69",264,2,"IN",NA
2020-05-16,"70-79",395,1,"IN",NA
2020-05-16,"80+",807,9,"IN",NA
2020-05-17,"0-19",2,0,"IN",NA
2020-05-17,"20-29",3,0,"IN",NA
2020-05-17,"30-39",11,0,"IN",NA
2020-05-17,"40-49",31,0,"IN",NA
2020-05-17,"50-59",94,0,"IN",NA
2020-05-17,"60-69",266,2,"IN",NA
2020-05-17,"70-79",399,4,"IN",NA
2020-05-17,"80+",815,8,"IN",NA
2020-05-18,"0-19",2,0,"IN",NA
2020-05-18,"20-29",3,0,"IN",NA
2020-05-18,"30-39",12,1,"IN",NA
2020-05-18,"40-49",34,2,"IN",NA
2020-05-18,"50-59",96,2,"IN",NA
2020-05-18,"60-69",274,8,"IN",NA
2020-05-18,"70-79",413,14,"IN",NA
2020-05-18,"80+",846,31,"IN",NA
2020-05-19,"0-19",2,0,"IN",NA
2020-05-19,"20-29",3,0,"IN",NA
2020-05-19,"30-39",14,0,"IN",NA
2020-05-19,"40-49",33,0,"IN",NA
2020-05-19,"50-59",98,1,"IN",NA
2020-05-19,"60-69",276,2,"IN",NA
2020-05-19,"70-79",419,6,"IN",NA
2020-05-19,"80+",872,26,"IN",NA
2020-05-20,"0-19",2,0,"IN",NA
2020-05-20,"20-29",4,1,"IN",NA
2020-05-20,"30-39",12,0,"IN",NA
2020-05-20,"40-49",35,2,"IN",NA
2020-05-20,"50-59",97,0,"IN",NA
2020-05-20,"60-69",286,10,"IN",NA
2020-05-20,"70-79",429,10,"IN",NA
2020-05-20,"80+",900,28,"IN",NA
2020-05-21,"0-19",2,0,"IN",NA
2020-05-21,"20-29",4,0,"IN",NA
2020-05-21,"30-39",13,1,"IN",NA
2020-05-21,"40-49",36,1,"IN",NA
2020-05-21,"50-59",97,0,"IN",NA
2020-05-21,"60-69",288,2,"IN",NA
2020-05-21,"70-79",435,6,"IN",NA
2020-05-21,"80+",915,15,"IN",NA
2020-05-22,"0-19",2,0,"IN",NA
2020-05-22,"20-29",4,0,"IN",NA
2020-05-22,"30-39",13,0,"IN",NA
2020-05-22,"40-49",36,0,"IN",NA
2020-05-22,"50-59",100,3,"IN",NA
2020-05-22,"60-69",292,4,"IN",NA
2020-05-22,"70-79",444,9,"IN",NA
2020-05-22,"80+",922,7,"IN",NA
2020-05-23,"0-19",2,0,"IN",NA
2020-05-23,"20-29",4,0,"IN",NA
2020-05-23,"30-39",13,0,"IN",NA
2020-05-23,"40-49",36,0,"IN",NA
2020-05-23,"50-59",100,0,"IN",NA
2020-05-23,"60-69",292,0,"IN",NA
2020-05-23,"70-79",447,3,"IN",NA
2020-05-23,"80+",928,6,"IN",NA
2020-05-24,"0-19",2,0,"IN",NA
2020-05-24,"20-29",4,0,"IN",NA
2020-05-24,"30-39",13,0,"IN",NA
2020-05-24,"40-49",37,1,"IN",NA
2020-05-24,"50-59",103,3,"IN",NA
2020-05-24,"60-69",293,1,"IN",NA
2020-05-24,"70-79",447,0,"IN",NA
2020-05-24,"80+",934,6,"IN",NA
2020-05-25,"0-19",2,0,"IN",NA
2020-05-25,"20-29",4,0,"IN",NA
2020-05-25,"30-39",15,2,"IN",NA
2020-05-25,"40-49",37,0,"IN",NA
2020-05-25,"50-59",104,0,"IN",NA
2020-05-25,"60-69",298,5,"IN",NA
2020-05-25,"70-79",451,4,"IN",NA
2020-05-25,"80+",940,6,"IN",NA
2020-05-26,"0-19",2,0,"IN",NA
2020-05-26,"20-29",4,0,"IN",NA
2020-05-26,"30-39",15,0,"IN",NA
2020-05-26,"40-49",37,0,"IN",NA
2020-05-26,"50-59",103,0,"IN",NA
2020-05-26,"60-69",301,3,"IN",NA
2020-05-26,"70-79",457,6,"IN",NA
2020-05-26,"80+",952,12,"IN",NA
2020-05-12,"0-4",0,NA,"DE",NA
2020-05-12,"20-34",7,NA,"DE",NA
2020-05-12,"35-49",6,NA,"DE",NA
2020-05-12,"5-19",0,NA,"DE",NA
2020-05-12,"50-64",34,NA,"DE",NA
2020-05-12,"65+",200,NA,"DE",NA
2020-05-13,"0-4",0,0,"DE",NA
2020-05-13,"20-34",8,1,"DE",NA
2020-05-13,"35-49",6,0,"DE",NA
2020-05-13,"5-19",0,0,"DE",NA
2020-05-13,"50-64",35,1,"DE",NA
2020-05-13,"65+",211,11,"DE",NA
2020-05-14,"0-4",0,0,"DE",NA
2020-05-14,"20-34",8,0,"DE",NA
2020-05-14,"35-49",6,0,"DE",NA
2020-05-14,"5-19",0,0,"DE",NA
2020-05-14,"50-64",38,3,"DE",NA
2020-05-14,"65+",219,8,"DE",NA
2020-05-15,"0-4",0,0,"DE",NA
2020-05-15,"20-34",8,0,"DE",NA
2020-05-15,"35-49",6,0,"DE",NA
2020-05-15,"5-19",0,0,"DE",NA
2020-05-15,"50-64",43,5,"DE",NA
2020-05-15,"65+",229,10,"DE",NA
2020-05-16,"0-4",0,0,"DE",NA
2020-05-16,"20-34",8,0,"DE",NA
2020-05-16,"35-49",7,1,"DE",NA
2020-05-16,"5-19",0,0,"DE",NA
2020-05-16,"50-64",44,1,"DE",NA
2020-05-16,"65+",231,2,"DE",NA
2020-05-17,"0-4",0,0,"DE",NA
2020-05-17,"20-34",8,0,"DE",NA
2020-05-17,"35-49",7,0,"DE",NA
2020-05-17,"5-19",0,0,"DE",NA
2020-05-17,"50-64",45,1,"DE",NA
2020-05-17,"65+",237,6,"DE",NA
2020-05-18,"0-4",0,0,"DE",NA
2020-05-18,"20-34",8,0,"DE",NA
2020-05-18,"35-49",8,1,"DE",NA
2020-05-18,"5-19",0,0,"DE",NA
2020-05-18,"50-64",46,1,"DE",NA
2020-05-18,"65+",242,5,"DE",NA
2020-05-19,"0-4",0,0,"DE",NA
2020-05-19,"20-34",8,0,"DE",NA
2020-05-19,"35-49",8,0,"DE",NA
2020-05-19,"5-19",0,0,"DE",NA
2020-05-19,"50-64",48,2,"DE",NA
2020-05-19,"65+",246,4,"DE",NA
2020-05-20,"0-4",0,0,"DE",NA
2020-05-20,"20-34",8,0,"DE",NA
2020-05-20,"35-49",8,0,"DE",NA
2020-05-20,"5-19",0,0,"DE",NA
2020-05-20,"50-64",49,1,"DE",NA
2020-05-20,"65+",252,6,"DE",NA
2020-05-21,"0-4",0,0,"DE",NA
2020-05-21,"20-34",8,0,"DE",NA
2020-05-21,"35-49",8,0,"DE",NA
2020-05-21,"5-19",0,0,"DE",NA
2020-05-21,"50-64",49,0,"DE",NA
2020-05-21,"65+",254,2,"DE",NA
2020-05-22,"0-4",0,0,"DE",NA
2020-05-22,"20-34",8,0,"DE",NA
2020-05-22,"35-49",9,0,"DE",NA
2020-05-22,"5-19",0,0,"DE",NA
2020-05-22,"50-64",50,0,"DE",NA
2020-05-22,"65+",255,2,"DE",NA
2020-05-23,"0-4",0,0,"DE",NA
2020-05-23,"20-34",8,0,"DE",NA
2020-05-23,"35-49",9,0,"DE",NA
2020-05-23,"5-19",0,0,"DE",NA
2020-05-23,"50-64",50,0,"DE",NA
2020-05-23,"65+",257,2,"DE",NA
2020-05-24,"0-4",0,0,"DE",NA
2020-05-24,"20-34",9,1,"DE",NA
2020-05-24,"35-49",9,0,"DE",NA
2020-05-24,"5-19",0,0,"DE",NA
2020-05-24,"50-64",50,0,"DE",NA
2020-05-24,"65+",258,1,"DE",NA
2020-05-25,"0-4",0,0,"DE",NA
2020-05-25,"20-34",9,0,"DE",NA
2020-05-25,"35-49",9,0,"DE",NA
2020-05-25,"5-19",0,0,"DE",NA
2020-05-25,"50-64",50,0,"DE",NA
2020-05-25,"65+",264,6,"DE",NA
2020-05-26,"0-4",0,0,"DE",NA
2020-05-26,"20-34",8,0,"DE",NA
2020-05-26,"35-49",9,0,"DE",NA
2020-05-26,"5-19",0,0,"DE",NA
2020-05-26,"50-64",50,0,"DE",NA
2020-05-26,"65+",268,4,"DE",NA
2020-05-13,"0-19",0,NA,"CA",NA
2020-05-13,"20-49",182,NA,"CA",NA
2020-05-13,"50-64",455,NA,"CA",NA
2020-05-13,"65+",2395,NA,"CA",NA
2020-05-14,"0-19",0,0,"CA",NA
2020-05-14,"20-49",186,4,"CA",NA
2020-05-14,"50-64",466,11,"CA",NA
2020-05-14,"65+",2455,60,"CA",NA
2020-05-15,"0-19",0,0,"CA",NA
2020-05-15,"20-49",192,6,"CA",NA
2020-05-15,"50-64",481,15,"CA",NA
2020-05-15,"65+",2531,76,"CA",NA
2020-05-16,"0-19",0,0,"CA",NA
2020-05-16,"20-49",196,4,"CA",NA
2020-05-16,"50-64",489,8,"CA",NA
2020-05-16,"65+",2576,45,"CA",NA
2020-05-17,"0-19",0,0,"CA",NA
2020-05-17,"20-49",198,2,"CA",NA
2020-05-17,"50-64",495,6,"CA",NA
2020-05-17,"65+",2609,33,"CA",NA
2020-05-18,"0-19",0,0,"CA",NA
2020-05-18,"20-49",201,3,"CA",NA
2020-05-18,"50-64",501,6,"CA",NA
2020-05-18,"65+",2641,32,"CA",NA
2020-05-19,"0-19",0,0,"CA",NA
2020-05-19,"20-49",206,5,"CA",NA
2020-05-19,"50-64",515,14,"CA",NA
2020-05-19,"65+",2714,73,"CA",NA
2020-05-20,"0-19",0,0,"CA",NA
2020-05-20,"20-49",213,7,"CA",NA
2020-05-20,"50-64",531,16,"CA",NA
2020-05-20,"65+",2798,84,"CA",NA
2020-05-21,"0-19",0,0,"CA",NA
2020-05-21,"20-49",218,5,"CA",NA
2020-05-21,"50-64",545,14,"CA",NA
2020-05-21,"65+",2867,69,"CA",NA
2020-05-22,"0-19",0,0,"CA",NA
2020-05-22,"20-49",222,4,"CA",NA
2020-05-22,"50-64",556,11,"CA",NA
