Data as of,Start Date,End Date,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
01/21/2021,01/01/2020,01/16/2021,Georgia,Unknown,65-74 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Georgia,Unknown,75-84 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Georgia,Unknown,85 years and over,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Hawaii,All Sexes,All Ages,352,12220,822,170,26,1030,
01/21/2021,01/01/2020,01/16/2021,Hawaii,Male,All Ages,224,6591,485,110,16,615,
01/21/2021,01/01/2020,01/16/2021,Hawaii,Male,Under 1 year,0,36,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Male,0-17 years,0,60,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Male,5-14 years,0,13,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Male,15-24 years,,68,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Male,18-29 years,,106,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Male,25-34 years,,128,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Male,30-49 years,10,486,17,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Male,35-44 years,,236,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Male,45-54 years,17,423,19,,0,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Male,50-64 years,50,1189,64,24,,92,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Male,55-64 years,36,934,51,19,,70,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Male,65-74 years,61,1498,104,33,,135,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Male,75-84 years,53,1495,126,27,,158,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Male,85 years and over,47,1757,165,22,,194,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Female,All Ages,128,5628,337,60,10,415,
01/21/2021,01/01/2020,01/16/2021,Hawaii,Female,Under 1 year,0,40,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Female,0-17 years,0,52,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Female,1-4 years,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Female,5-14 years,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Female,15-24 years,0,25,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Hawaii,Female,18-29 years,,50,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Female,25-34 years,,60,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Female,30-49 years,,219,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Female,35-44 years,,97,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Female,45-54 years,,221,10,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Female,50-64 years,20,646,45,10,,57,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Female,55-64 years,19,514,37,,,49,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Female,65-74 years,21,882,58,11,,72,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Female,75-84 years,26,1118,56,12,,71,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Female,85 years and over,54,2661,165,24,,198,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Hawaii,Unknown,1-4 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Hawaii,Unknown,5-14 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Hawaii,Unknown,15-24 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Hawaii,Unknown,18-29 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Hawaii,Unknown,25-34 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Hawaii,Unknown,30-49 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Hawaii,Unknown,35-44 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Hawaii,Unknown,45-54 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Hawaii,Unknown,50-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Hawaii,Unknown,55-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Hawaii,Unknown,65-74 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Hawaii,Unknown,75-84 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Hawaii,Unknown,85 years and over,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Idaho,All Sexes,All Ages,1389,16280,1171,580,34,2011,
01/21/2021,01/01/2020,01/16/2021,Idaho,Male,All Ages,808,8685,684,367,20,1143,
01/21/2021,01/01/2020,01/16/2021,Idaho,Male,Under 1 year,0,53,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Idaho,Male,0-17 years,0,123,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Idaho,Male,1-4 years,0,15,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Idaho,Male,5-14 years,0,24,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Idaho,Male,15-24 years,,144,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Idaho,Male,18-29 years,,200,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Idaho,Male,25-34 years,,182,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Idaho,Male,30-49 years,22,599,11,,,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Idaho,Male,35-44 years,,298,,,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Idaho,Male,45-54 years,24,468,21,,,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Idaho,Male,50-64 years,83,1380,92,36,,144,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Idaho,Male,55-64 years,70,1118,75,30,,120,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Idaho,Male,65-74 years,190,1898,162,94,,266,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Idaho,Male,75-84 years,273,2362,236,123,,387,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Idaho,Male,85 years and over,238,2123,179,106,,312,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Idaho,Female,All Ages,581,7595,487,213,14,868,
01/21/2021,01/01/2020,01/16/2021,Idaho,Female,Under 1 year,0,40,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Idaho,Female,0-17 years,0,73,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Idaho,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Idaho,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Idaho,Female,15-24 years,0,47,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Idaho,Female,18-29 years,0,72,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Idaho,Female,25-34 years,0,104,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Idaho,Female,30-49 years,15,335,12,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Idaho,Female,35-44 years,,155,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Idaho,Female,45-54 years,18,290,22,11,0,29,
01/21/2021,01/01/2020,01/16/2021,Idaho,Female,50-64 years,51,943,73,26,,100,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Idaho,Female,55-64 years,42,772,59,20,,83,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Idaho,Female,65-74 years,107,1352,103,48,,164,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Idaho,Female,75-84 years,145,1954,118,54,,211,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Idaho,Female,85 years and over,263,2866,177,79,,367,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Idaho,Unknown,All Ages,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Idaho,Unknown,Under 1 year,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Idaho,Unknown,0-17 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Idaho,Unknown,1-4 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Idaho,Unknown,5-14 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Idaho,Unknown,15-24 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Idaho,Unknown,18-29 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Idaho,Unknown,25-34 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Idaho,Unknown,30-49 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Idaho,Unknown,35-44 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Idaho,Unknown,45-54 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Idaho,Unknown,50-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Idaho,Unknown,55-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Idaho,Unknown,65-74 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Idaho,Unknown,75-84 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Idaho,Unknown,85 years and over,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Illinois,All Sexes,All Ages,15439,130138,13992,7480,223,22169,
01/21/2021,01/01/2020,01/16/2021,Illinois,Male,All Ages,8343,67037,7651,4305,96,11782,
01/21/2021,01/01/2020,01/16/2021,Illinois,Male,Under 1 year,,379,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Illinois,Male,0-17 years,,699,,,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Illinois,Male,1-4 years,0,61,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Illinois,Male,5-14 years,,106,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Illinois,Male,15-24 years,14,1016,12,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Illinois,Male,18-29 years,37,1815,37,13,,63,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Illinois,Male,25-34 years,66,1911,55,21,,102,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Illinois,Male,30-49 years,436,5306,305,180,,567,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Illinois,Male,35-44 years,187,2501,138,75,,254,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Illinois,Male,45-54 years,491,4504,379,226,,649,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Illinois,Male,50-64 years,1384,12974,1253,720,23,1939,
01/21/2021,01/01/2020,01/16/2021,Illinois,Male,55-64 years,1099,10316,1012,587,20,1543,
01/21/2021,01/01/2020,01/16/2021,Illinois,Male,65-74 years,2004,14619,1834,1079,17,2776,
01/21/2021,01/01/2020,01/16/2021,Illinois,Male,75-84 years,2305,15904,2217,1262,24,3283,
01/21/2021,01/01/2020,01/16/2021,Illinois,Male,85 years and over,2175,15720,1996,1049,23,3144,
01/21/2021,01/01/2020,01/16/2021,Illinois,Female,All Ages,7096,63100,6341,3175,127,10387,
01/21/2021,01/01/2020,01/16/2021,Illinois,Female,Under 1 year,,282,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Illinois,Female,0-17 years,,474,,0,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Illinois,Female,1-4 years,0,56,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Illinois,Female,5-14 years,0,85,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Illinois,Female,15-24 years,,343,,,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Illinois,Female,18-29 years,18,583,20,,,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Illinois,Female,25-34 years,36,668,34,17,,54,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Illinois,Female,30-49 years,176,2572,184,81,,283,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Illinois,Female,35-44 years,76,1218,84,36,,128,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Illinois,Female,45-54 years,217,2507,220,106,,335,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Illinois,Female,50-64 years,744,7848,784,388,23,1163,
01/21/2021,01/01/2020,01/16/2021,Illinois,Female,55-64 years,600,6318,643,316,19,946,
01/21/2021,01/01/2020,01/16/2021,Illinois,Female,65-74 years,1198,10607,1149,618,17,1745,
01/21/2021,01/01/2020,01/16/2021,Illinois,Female,75-84 years,1777,15099,1715,863,30,2658,
01/21/2021,01/01/2020,01/16/2021,Illinois,Female,85 years and over,3182,25917,2480,1216,47,4493,
01/21/2021,01/01/2020,01/16/2021,Illinois,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Illinois,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Illinois,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Illinois,Unknown,1-4 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Illinois,Unknown,5-14 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Illinois,Unknown,15-24 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Illinois,Unknown,18-29 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Illinois,Unknown,25-34 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Illinois,Unknown,30-49 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Illinois,Unknown,35-44 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Illinois,Unknown,45-54 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Illinois,Unknown,50-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Illinois,Unknown,55-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Illinois,Unknown,65-74 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Illinois,Unknown,75-84 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Illinois,Unknown,85 years and over,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Indiana,All Sexes,All Ages,8522,75703,8173,3920,176,12945,
01/21/2021,01/01/2020,01/16/2021,Indiana,Male,All Ages,4360,38779,4406,2211,78,6629,
01/21/2021,01/01/2020,01/16/2021,Indiana,Male,Under 1 year,,232,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Indiana,Male,0-17 years,,431,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Indiana,Male,1-4 years,,42,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Indiana,Male,5-14 years,0,78,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Indiana,Male,15-24 years,,613,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Indiana,Male,18-29 years,,1046,11,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Indiana,Male,25-34 years,17,1133,25,,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Indiana,Male,30-49 years,114,3038,148,58,,212,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Indiana,Male,35-44 years,49,1394,66,27,,90,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Indiana,Male,45-54 years,132,2526,180,68,,251,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Indiana,Male,50-64 years,561,7513,687,306,15,956,
01/21/2021,01/01/2020,01/16/2021,Indiana,Male,55-64 years,481,6010,572,262,13,803,
01/21/2021,01/01/2020,01/16/2021,Indiana,Male,65-74 years,1010,8748,1085,553,16,1557,
01/21/2021,01/01/2020,01/16/2021,Indiana,Male,75-84 years,1378,9628,1363,719,24,2044,
01/21/2021,01/01/2020,01/16/2021,Indiana,Male,85 years and over,1289,8375,1107,573,14,1837,
01/21/2021,01/01/2020,01/16/2021,Indiana,Female,All Ages,4162,36923,3767,1709,98,6316,
01/21/2021,01/01/2020,01/16/2021,Indiana,Female,Under 1 year,0,220,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Indiana,Female,0-17 years,0,339,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Indiana,Female,1-4 years,0,35,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Indiana,Female,5-14 years,0,57,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Indiana,Female,15-24 years,,208,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Indiana,Female,18-29 years,,404,11,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Indiana,Female,25-34 years,,504,13,,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Indiana,Female,30-49 years,76,1671,109,43,,149,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Indiana,Female,35-44 years,35,740,45,18,,65,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Indiana,Female,45-54 years,92,1552,146,55,,190,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Indiana,Female,50-64 years,354,4854,518,199,17,690,
01/21/2021,01/01/2020,01/16/2021,Indiana,Female,55-64 years,299,3952,429,168,12,572,
01/21/2021,01/01/2020,01/16/2021,Indiana,Female,65-74 years,671,6611,772,344,17,1116,
01/21/2021,01/01/2020,01/16/2021,Indiana,Female,75-84 years,1141,9170,1059,516,22,1705,
01/21/2021,01/01/2020,01/16/2021,Indiana,Female,85 years and over,1914,13874,1295,606,32,2634,
01/21/2021,01/01/2020,01/16/2021,Indiana,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Indiana,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Indiana,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Indiana,Unknown,1-4 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Indiana,Unknown,5-14 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Indiana,Unknown,15-24 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Indiana,Unknown,18-29 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Indiana,Unknown,25-34 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Indiana,Unknown,30-49 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Indiana,Unknown,35-44 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Indiana,Unknown,45-54 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Indiana,Unknown,50-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Indiana,Unknown,55-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Indiana,Unknown,65-74 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Indiana,Unknown,75-84 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Indiana,Unknown,85 years and over,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Iowa,All Sexes,All Ages,4557,35364,3283,1532,96,6402,
01/21/2021,01/01/2020,01/16/2021,Iowa,Male,All Ages,2377,17923,1802,878,38,3337,
