Data as of,Start Date,End Date,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Male,75-84 years,225,1373,179,99,,308,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Male,85 years and over,273,1702,194,108,,364,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Female,All Ages,866,5857,575,339,21,1123,
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Female,Under 1 year,0,22,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Female,0-17 years,,32,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Female,1-4 years,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Female,5-14 years,,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Female,15-24 years,0,14,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Female,18-29 years,,34,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Female,25-34 years,,49,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Female,30-49 years,,174,,,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Female,35-44 years,,92,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Female,45-54 years,14,178,17,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Female,50-64 years,44,626,59,25,,79,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Female,55-64 years,36,503,45,19,,63,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Female,65-74 years,117,787,97,66,,150,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Female,75-84 years,207,1342,147,90,,271,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Female,85 years and over,486,2862,262,155,,602,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Unknown,Under 1 year,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Unknown,0-17 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Unknown,1-4 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Unknown,5-14 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Unknown,15-24 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Unknown,18-29 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Unknown,25-34 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Unknown,30-49 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Unknown,35-44 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Unknown,45-54 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Unknown,50-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Unknown,55-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Unknown,65-74 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Unknown,75-84 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Rhode Island,Unknown,85 years and over,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Carolina,All Sexes,All Ages,4838,57741,4946,2146,148,7781,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Male,All Ages,2505,30351,2641,1138,72,4078,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Male,Under 1 year,,180,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Carolina,Male,0-17 years,,349,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Carolina,Male,1-4 years,0,28,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Carolina,Male,5-14 years,0,55,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Male,15-24 years,,573,,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Carolina,Male,18-29 years,11,945,16,,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Carolina,Male,25-34 years,16,964,23,,,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Carolina,Male,30-49 years,115,2634,113,49,,184,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Carolina,Male,35-44 years,55,1220,49,23,,84,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Carolina,Male,45-54 years,106,2245,141,43,11,214,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Male,50-64 years,393,6306,495,176,20,732,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Male,55-64 years,337,4969,404,154,12,599,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Male,65-74 years,646,7203,674,308,17,1029,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Male,75-84 years,822,7541,801,373,18,1267,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Male,85 years and over,516,5373,536,226,,833,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Carolina,Female,All Ages,2333,27390,2305,1008,76,3703,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Female,Under 1 year,0,136,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Carolina,Female,0-17 years,0,226,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Carolina,Female,1-4 years,0,23,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Carolina,Female,5-14 years,0,36,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Carolina,Female,15-24 years,,189,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Carolina,Female,18-29 years,10,366,18,,,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Carolina,Female,25-34 years,11,438,23,,,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Carolina,Female,30-49 years,58,1539,78,26,14,123,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Female,35-44 years,27,741,34,12,,57,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Carolina,Female,45-54 years,74,1389,106,36,12,155,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Female,50-64 years,315,4107,372,147,20,560,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Female,55-64 years,269,3286,300,123,14,460,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Female,65-74 years,517,5318,516,246,11,796,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Female,75-84 years,640,6810,614,286,16,984,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Female,85 years and over,793,9024,704,296,13,1214,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Unknown,All Ages,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Unknown,Under 1 year,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Unknown,0-17 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Unknown,1-4 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Unknown,5-14 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Unknown,15-24 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Unknown,18-29 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Unknown,25-34 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Unknown,30-49 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Unknown,35-44 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Unknown,45-54 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Unknown,50-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Unknown,55-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Unknown,65-74 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Unknown,75-84 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Carolina,Unknown,85 years and over,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Dakota,All Sexes,All Ages,1469,9825,1137,610,34,2028,
01/21/2021,01/01/2020,01/16/2021,South Dakota,Male,All Ages,778,5239,664,361,20,1099,
01/21/2021,01/01/2020,01/16/2021,South Dakota,Male,Under 1 year,0,30,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Dakota,Male,0-17 years,0,61,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Dakota,Male,1-4 years,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Dakota,Male,5-14 years,0,12,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Dakota,Male,15-24 years,,74,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Dakota,Male,18-29 years,,117,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Dakota,Male,25-34 years,,130,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Dakota,Male,30-49 years,25,378,25,13,,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Dakota,Male,35-44 years,,188,,,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Dakota,Male,45-54 years,26,274,27,15,0,38,
01/21/2021,01/01/2020,01/16/2021,South Dakota,Male,50-64 years,92,853,101,53,,143,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Dakota,Male,55-64 years,77,693,86,44,,122,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Dakota,Male,65-74 years,155,1102,154,87,,226,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Dakota,Male,75-84 years,225,1282,190,101,,318,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Dakota,Male,85 years and over,279,1446,191,105,,370,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Dakota,Female,All Ages,691,4586,473,249,14,929,
01/21/2021,01/01/2020,01/16/2021,South Dakota,Female,Under 1 year,0,38,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Dakota,Female,0-17 years,0,56,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Dakota,Female,1-4 years,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Dakota,Female,5-14 years,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Dakota,Female,15-24 years,,27,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Dakota,Female,18-29 years,,40,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Dakota,Female,25-34 years,,47,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Dakota,Female,30-49 years,14,192,12,,,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Dakota,Female,35-44 years,,96,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Dakota,Female,45-54 years,17,155,16,,0,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Dakota,Female,50-64 years,56,539,64,29,,93,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Dakota,Female,55-64 years,46,452,52,26,,74,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Dakota,Female,65-74 years,119,738,104,66,,161,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Dakota,Female,75-84 years,155,989,121,70,,208,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Dakota,Female,85 years and over,346,2032,168,80,,438,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,South Dakota,Unknown,All Ages,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Dakota,Unknown,Under 1 year,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Dakota,Unknown,0-17 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Dakota,Unknown,1-4 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Dakota,Unknown,5-14 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Dakota,Unknown,15-24 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Dakota,Unknown,18-29 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Dakota,Unknown,25-34 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Dakota,Unknown,30-49 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Dakota,Unknown,35-44 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Dakota,Unknown,45-54 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Dakota,Unknown,50-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Dakota,Unknown,55-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Dakota,Unknown,65-74 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Dakota,Unknown,75-84 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,South Dakota,Unknown,85 years and over,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Tennessee,All Sexes,All Ages,7377,88873,9007,3741,240,12875,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Male,All Ages,4055,46867,4965,2165,121,6971,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Male,Under 1 year,,322,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Tennessee,Male,0-17 years,,601,11,,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Tennessee,Male,1-4 years,,60,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Tennessee,Male,5-14 years,0,107,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Tennessee,Male,15-24 years,,783,13,0,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Tennessee,Male,18-29 years,10,1396,27,,0,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Tennessee,Male,25-34 years,29,1572,37,11,,58,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Tennessee,Male,30-49 years,168,4555,192,76,11,295,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Male,35-44 years,75,2151,89,36,,134,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Tennessee,Male,45-54 years,203,3653,264,103,,373,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Tennessee,Male,50-64 years,665,9963,906,363,36,1242,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Male,55-64 years,534,7867,724,292,29,993,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Male,65-74 years,1054,10916,1284,574,37,1801,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Male,75-84 years,1300,11433,1527,706,20,2140,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Male,85 years and over,856,8003,1018,442,13,1443,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Female,All Ages,3322,42006,4042,1576,119,5904,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Female,Under 1 year,0,218,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Tennessee,Female,0-17 years,,370,10,0,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Tennessee,Female,1-4 years,,46,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Tennessee,Female,5-14 years,,54,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Tennessee,Female,15-24 years,,313,10,,,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Tennessee,Female,18-29 years,11,568,15,,,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Tennessee,Female,25-34 years,14,730,21,,,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Tennessee,Female,30-49 years,105,2575,160,54,19,230,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Female,35-44 years,44,1226,71,22,,102,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Tennessee,Female,45-54 years,131,2300,197,73,12,267,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Female,50-64 years,445,6612,669,267,21,867,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Female,55-64 years,366,5238,547,223,16,705,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Female,65-74 years,699,8215,922,336,25,1309,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Female,75-84 years,982,10443,1141,460,30,1692,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Female,85 years and over,1075,13223,1125,457,19,1762,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Unknown,All Ages,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Unknown,Under 1 year,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Unknown,0-17 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Unknown,1-4 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Unknown,5-14 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Unknown,15-24 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Unknown,18-29 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Unknown,25-34 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Unknown,30-49 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Unknown,35-44 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Unknown,45-54 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Unknown,50-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Unknown,55-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Unknown,65-74 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Unknown,75-84 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Tennessee,Unknown,85 years and over,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Texas,All Sexes,All Ages,29886,249109,29453,15969,564,43910,
01/21/2021,01/01/2020,01/16/2021,Texas,Male,All Ages,17292,133596,16667,9361,280,24868,
01/21/2021,01/01/2020,01/16/2021,Texas,Male,Under 1 year,,1088,,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Texas,Male,0-17 years,18,2061,30,,,52,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Texas,Male,1-4 years,,218,,0,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Texas,Male,5-14 years,,347,12,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Texas,Male,15-24 years,39,2490,55,12,0,82,
01/21/2021,01/01/2020,01/16/2021,Texas,Male,18-29 years,108,4026,127,45,,193,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Texas,Male,25-34 years,203,4081,186,98,,299,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Texas,Male,30-49 years,1326,12139,1019,629,29,1744,
01/21/2021,01/01/2020,01/16/2021,Texas,Male,35-44 years,563,5609,465,274,10,764,
01/21/2021,01/01/2020,01/16/2021,Texas,Male,45-54 years,1501,10539,1164,750,30,1944,
01/21/2021,01/01/2020,01/16/2021,Texas,Male,50-64 years,3893,28305,3457,2053,80,5375,
01/21/2021,01/01/2020,01/16/2021,Texas,Male,55-64 years,3026,22159,2736,1593,64,4231,
01/21/2021,01/01/2020,01/16/2021,Texas,Male,65-74 years,4511,30667,4442,2592,61,6420,
01/21/2021,01/01/2020,01/16/2021,Texas,Male,75-84 years,4484,31403,4509,2505,67,6551,
01/21/2021,01/01/2020,01/16/2021,Texas,Male,85 years and over,2952,24995,3083,1535,34,4533,
01/21/2021,01/01/2020,01/16/2021,Texas,Female,All Ages,12593,115507,12785,6607,284,19041,
01/21/2021,01/01/2020,01/16/2021,Texas,Female,Under 1 year,,860,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Texas,Female,0-17 years,13,1434,22,,,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Texas,Female,1-4 years,,171,,0,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Texas,Female,5-14 years,,238,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Texas,Female,15-24 years,27,841,29,11,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Texas,Female,18-29 years,65,1433,67,34,,106,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Texas,Female,25-34 years,106,1694,98,49,,163,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Texas,Female,30-49 years,662,6491,660,344,31,1008,
01/21/2021,01/01/2020,01/16/2021,Texas,Female,35-44 years,308,3034,306,152,17,478,
