Data as of,Start Date,End Date,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
01/27/2021,01/01/2020,01/23/2021,Arkansas,Male,35-44 years,30,780,45,,,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Arkansas,Male,45-54 years,108,1354,100,50,,162,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Arkansas,Male,50-64 years,329,4143,376,165,18,557,
01/27/2021,01/01/2020,01/23/2021,Arkansas,Male,55-64 years,263,3353,306,131,15,453,
01/27/2021,01/01/2020,01/23/2021,Arkansas,Male,65-74 years,451,4807,475,212,13,727,
01/27/2021,01/01/2020,01/23/2021,Arkansas,Male,75-84 years,631,5036,629,311,,958,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Arkansas,Male,85 years and over,490,3676,478,240,,731,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Arkansas,Female,All Ages,1934,18492,1821,787,50,3014,
01/27/2021,01/01/2020,01/23/2021,Arkansas,Female,Under 1 year,0,103,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Arkansas,Female,0-17 years,0,168,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Arkansas,Female,1-4 years,0,23,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Arkansas,Female,5-14 years,0,28,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Arkansas,Female,15-24 years,,116,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Arkansas,Female,18-29 years,,198,,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Arkansas,Female,25-34 years,10,231,15,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Arkansas,Female,30-49 years,64,1050,77,25,,117,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Arkansas,Female,35-44 years,22,485,29,,,47,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Arkansas,Female,45-54 years,58,960,88,28,,121,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Arkansas,Female,50-64 years,205,2725,263,103,12,376,
01/27/2021,01/01/2020,01/23/2021,Arkansas,Female,55-64 years,182,2195,213,92,,311,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Arkansas,Female,65-74 years,347,3565,391,178,14,573,
01/27/2021,01/01/2020,01/23/2021,Arkansas,Female,75-84 years,542,4690,518,228,,840,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Arkansas,Female,85 years and over,771,6096,558,249,13,1091,
01/27/2021,01/01/2020,01/23/2021,Arkansas,Unknown,All Ages,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Arkansas,Unknown,Under 1 year,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Arkansas,Unknown,0-17 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Arkansas,Unknown,1-4 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Arkansas,Unknown,5-14 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Arkansas,Unknown,15-24 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Arkansas,Unknown,18-29 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Arkansas,Unknown,25-34 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Arkansas,Unknown,30-49 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Arkansas,Unknown,35-44 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Arkansas,Unknown,45-54 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Arkansas,Unknown,50-64 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Arkansas,Unknown,55-64 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Arkansas,Unknown,65-74 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Arkansas,Unknown,75-84 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Arkansas,Unknown,85 years and over,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,California,All Sexes,All Ages,29521,319403,34984,16773,814,48539,
01/27/2021,01/01/2020,01/23/2021,California,Male,All Ages,17111,171047,19949,9968,417,27505,
01/27/2021,01/01/2020,01/23/2021,California,Male,Under 1 year,,910,18,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,California,Male,0-17 years,,1761,36,,12,53,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,California,Male,1-4 years,,186,,0,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,California,Male,5-14 years,,299,,0,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,California,Male,15-24 years,40,2885,55,19,,78,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,California,Male,18-29 years,100,5057,126,39,,195,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,California,Male,25-34 years,196,5500,209,85,16,336,
01/27/2021,01/01/2020,01/23/2021,California,Male,30-49 years,1238,14736,1162,674,46,1772,
01/27/2021,01/01/2020,01/23/2021,California,Male,35-44 years,526,6970,498,276,22,770,
01/27/2021,01/01/2020,01/23/2021,California,Male,45-54 years,1434,12023,1348,830,45,1997,
01/27/2021,01/01/2020,01/23/2021,California,Male,50-64 years,3852,33155,3932,2283,116,5616,
01/27/2021,01/01/2020,01/23/2021,California,Male,55-64 years,2996,25936,3114,1786,86,4409,
01/27/2021,01/01/2020,01/23/2021,California,Male,65-74 years,4140,35792,4724,2483,87,6465,
01/27/2021,01/01/2020,01/23/2021,California,Male,75-84 years,4136,38748,5186,2490,74,6906,
01/27/2021,01/01/2020,01/23/2021,California,Male,85 years and over,3638,41798,4783,1997,74,6498,
01/27/2021,01/01/2020,01/23/2021,California,Female,All Ages,12410,148352,15035,6805,397,21034,
01/27/2021,01/01/2020,01/23/2021,California,Female,Under 1 year,,731,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,California,Female,0-17 years,,1243,27,0,,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,California,Female,1-4 years,,129,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,California,Female,5-14 years,0,228,14,0,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,California,Female,15-24 years,33,935,32,,,62,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,California,Female,18-29 years,61,1638,76,28,12,121,
01/27/2021,01/01/2020,01/23/2021,California,Female,25-34 years,104,2007,117,50,19,190,
01/27/2021,01/01/2020,01/23/2021,California,Female,30-49 years,526,6959,604,277,47,899,
01/27/2021,01/01/2020,01/23/2021,California,Female,35-44 years,239,3225,281,130,22,411,
01/27/2021,01/01/2020,01/23/2021,California,Female,45-54 years,545,6596,665,322,33,921,
01/27/2021,01/01/2020,01/23/2021,California,Female,50-64 years,1624,18735,2017,975,81,2747,
01/27/2021,01/01/2020,01/23/2021,California,Female,55-64 years,1293,14724,1604,769,63,2191,
01/27/2021,01/01/2020,01/23/2021,California,Female,65-74 years,2236,24168,2848,1374,72,3781,
01/27/2021,01/01/2020,01/23/2021,California,Female,75-84 years,3194,34679,3883,1831,90,5335,
01/27/2021,01/01/2020,01/23/2021,California,Female,85 years and over,4764,60930,5580,2320,88,8112,
01/27/2021,01/01/2020,01/23/2021,California,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,California,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,California,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,California,Unknown,1-4 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,California,Unknown,5-14 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,California,Unknown,15-24 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,California,Unknown,18-29 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,California,Unknown,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,California,Unknown,30-49 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,California,Unknown,35-44 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,California,Unknown,45-54 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,California,Unknown,50-64 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,California,Unknown,55-64 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,California,Unknown,65-74 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,California,Unknown,75-84 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,California,Unknown,85 years and over,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Colorado,All Sexes,All Ages,4881,48368,4517,2421,139,7111,
01/27/2021,01/01/2020,01/23/2021,Colorado,Male,All Ages,2683,25774,2574,1459,70,3866,
01/27/2021,01/01/2020,01/23/2021,Colorado,Male,Under 1 year,,162,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Colorado,Male,0-17 years,,360,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Colorado,Male,1-4 years,0,31,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Colorado,Male,5-14 years,,63,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Colorado,Male,15-24 years,,546,,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Colorado,Male,18-29 years,13,924,13,,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Colorado,Male,25-34 years,15,1022,26,,,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Colorado,Male,30-49 years,111,2532,130,57,,192,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Colorado,Male,35-44 years,41,1238,59,23,,82,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Colorado,Male,45-54 years,145,1811,143,81,10,217,
01/27/2021,01/01/2020,01/23/2021,Colorado,Male,50-64 years,387,4817,411,210,23,611,
01/27/2021,01/01/2020,01/23/2021,Colorado,Male,55-64 years,306,3760,321,160,16,483,
01/27/2021,01/01/2020,01/23/2021,Colorado,Male,65-74 years,598,5487,640,355,14,897,
01/27/2021,01/01/2020,01/23/2021,Colorado,Male,75-84 years,805,5928,755,461,,1103,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Colorado,Male,85 years and over,764,5726,623,370,15,1030,
01/27/2021,01/01/2020,01/23/2021,Colorado,Female,All Ages,2198,22593,1943,962,69,3245,
01/27/2021,01/01/2020,01/23/2021,Colorado,Female,Under 1 year,0,154,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Colorado,Female,0-17 years,,243,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Colorado,Female,1-4 years,0,11,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Colorado,Female,5-14 years,0,32,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Colorado,Female,15-24 years,,204,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Colorado,Female,18-29 years,,318,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Colorado,Female,25-34 years,,406,19,,,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Colorado,Female,30-49 years,45,1275,83,22,,113,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Colorado,Female,35-44 years,21,599,38,10,,53,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Colorado,Female,45-54 years,56,1062,82,32,,114,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Colorado,Female,50-64 years,171,2867,243,102,21,333,
01/27/2021,01/01/2020,01/23/2021,Colorado,Female,55-64 years,135,2235,192,82,15,260,
01/27/2021,01/01/2020,01/23/2021,Colorado,Female,65-74 years,345,3804,351,177,12,529,
01/27/2021,01/01/2020,01/23/2021,Colorado,Female,75-84 years,609,5307,546,280,,882,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Colorado,Female,85 years and over,1021,8779,706,379,20,1368,
01/27/2021,01/01/2020,01/23/2021,Colorado,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Colorado,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Colorado,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Colorado,Unknown,1-4 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Colorado,Unknown,5-14 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Colorado,Unknown,15-24 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Colorado,Unknown,18-29 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Colorado,Unknown,25-34 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Colorado,Unknown,30-49 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Colorado,Unknown,35-44 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Colorado,Unknown,45-54 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Colorado,Unknown,50-64 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Colorado,Unknown,55-64 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Colorado,Unknown,65-74 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Colorado,Unknown,75-84 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Colorado,Unknown,85 years and over,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Connecticut,All Sexes,All Ages,5467,34791,2790,1323,92,7023,
01/27/2021,01/01/2020,01/23/2021,Connecticut,Male,All Ages,2626,17331,1454,707,46,3416,
