Data as of,Start Date,End Date,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
01/27/2021,01/01/2020,01/23/2021,Delaware,Female,5-14 years,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Delaware,Female,15-24 years,,29,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Delaware,Female,18-29 years,,41,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Delaware,Female,25-34 years,,44,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Delaware,Female,30-49 years,10,199,,,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Delaware,Female,35-44 years,,108,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Delaware,Female,45-54 years,18,185,16,,,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Delaware,Female,50-64 years,50,629,52,25,,79,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Delaware,Female,55-64 years,36,509,37,19,,56,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Delaware,Female,65-74 years,61,926,76,27,,114,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Delaware,Female,75-84 years,116,1302,107,49,,175,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Delaware,Female,85 years and over,184,1978,113,49,,253,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Delaware,Unknown,All Ages,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Delaware,Unknown,Under 1 year,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Delaware,Unknown,0-17 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Delaware,Unknown,1-4 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Delaware,Unknown,5-14 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Delaware,Unknown,15-24 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Delaware,Unknown,18-29 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Delaware,Unknown,25-34 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Delaware,Unknown,30-49 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Delaware,Unknown,35-44 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Delaware,Unknown,45-54 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Delaware,Unknown,50-64 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Delaware,Unknown,55-64 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Delaware,Unknown,65-74 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Delaware,Unknown,75-84 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Delaware,Unknown,85 years and over,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,District of Columbia,All Sexes,All Ages,950,7368,1287,884,12,1365,
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Male,All Ages,557,4065,729,517,,776,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Male,Under 1 year,,58,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Male,0-17 years,,100,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Male,1-4 years,0,14,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Male,5-14 years,0,13,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Male,15-24 years,0,102,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Male,18-29 years,,163,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Male,25-34 years,,187,12,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Male,30-49 years,54,502,65,49,,72,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Male,35-44 years,26,253,29,24,,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Male,45-54 years,65,371,76,62,,80,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Male,50-64 years,150,1077,195,137,,209,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Male,55-64 years,110,844,149,98,,162,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Male,65-74 years,157,971,210,148,,221,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Male,75-84 years,114,713,153,106,0,161,
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Male,85 years and over,77,539,95,73,,101,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Female,All Ages,393,3303,558,367,,589,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Female,Under 1 year,0,37,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Female,0-17 years,0,65,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Female,1-4 years,0,14,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Female,5-14 years,0,14,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Female,15-24 years,,21,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Female,18-29 years,,49,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Female,25-34 years,,64,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Female,30-49 years,18,224,28,18,0,28,
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Female,35-44 years,,103,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Female,45-54 years,24,219,35,24,0,35,
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Female,50-64 years,82,693,106,74,0,114,
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Female,55-64 years,69,559,88,61,0,96,
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Female,65-74 years,99,671,139,91,,148,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Female,75-84 years,78,640,114,73,0,119,
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Female,85 years and over,113,961,165,108,,171,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Unknown,All Ages,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Unknown,Under 1 year,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Unknown,0-17 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Unknown,1-4 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Unknown,5-14 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Unknown,15-24 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Unknown,18-29 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Unknown,25-34 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Unknown,30-49 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Unknown,35-44 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Unknown,45-54 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Unknown,50-64 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Unknown,55-64 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Unknown,65-74 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Unknown,75-84 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,District of Columbia,Unknown,85 years and over,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Florida,All Sexes,All Ages,21372,247599,25388,12234,485,34977,
01/27/2021,01/01/2020,01/23/2021,Florida,Male,All Ages,12116,132640,14496,7211,249,19634,
01/27/2021,01/01/2020,01/23/2021,Florida,Male,Under 1 year,0,664,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Florida,Male,0-17 years,,1250,20,,,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Florida,Male,1-4 years,0,140,,0,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Florida,Male,5-14 years,,226,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Florida,Male,15-24 years,23,1688,32,,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Florida,Male,18-29 years,49,3061,77,23,,108,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Florida,Male,25-34 years,73,3551,119,40,,158,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Florida,Male,30-49 years,505,9818,554,285,29,802,
01/27/2021,01/01/2020,01/23/2021,Florida,Male,35-44 years,228,4702,247,121,10,364,
01/27/2021,01/01/2020,01/23/2021,Florida,Male,45-54 years,584,7997,636,331,30,917,
01/27/2021,01/01/2020,01/23/2021,Florida,Male,50-64 years,1919,23775,2236,1123,60,3090,
01/27/2021,01/01/2020,01/23/2021,Florida,Male,55-64 years,1567,18936,1835,931,44,2515,
01/27/2021,01/01/2020,01/23/2021,Florida,Male,65-74 years,2891,28374,3497,1773,54,4665,
01/27/2021,01/01/2020,01/23/2021,Florida,Male,75-84 years,3735,34243,4405,2258,60,5938,
01/27/2021,01/01/2020,01/23/2021,Florida,Male,85 years and over,3014,32119,3707,1748,35,5004,
01/27/2021,01/01/2020,01/23/2021,Florida,Female,All Ages,9256,114943,10892,5023,236,15343,
01/27/2021,01/01/2020,01/23/2021,Florida,Female,Under 1 year,0,550,,0,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Florida,Female,0-17 years,,884,19,,,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Florida,Female,1-4 years,0,103,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Florida,Female,5-14 years,,134,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Florida,Female,15-24 years,14,602,16,,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Florida,Female,18-29 years,25,1147,49,12,,63,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Florida,Female,25-34 years,50,1547,86,30,,112,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Florida,Female,30-49 years,273,5402,380,157,31,527,
01/27/2021,01/01/2020,01/23/2021,Florida,Female,35-44 years,120,2600,174,63,13,244,
01/27/2021,01/01/2020,01/23/2021,Florida,Female,45-54 years,294,4783,398,167,21,545,
01/27/2021,01/01/2020,01/23/2021,Florida,Female,50-64 years,1022,14511,1410,578,43,1894,
01/27/2021,01/01/2020,01/23/2021,Florida,Female,55-64 years,844,11625,1168,482,34,1562,
01/27/2021,01/01/2020,01/23/2021,Florida,Female,65-74 years,1754,19512,2177,1018,52,2963,
01/27/2021,01/01/2020,01/23/2021,Florida,Female,75-84 years,2675,28675,3096,1516,51,4303,
01/27/2021,01/01/2020,01/23/2021,Florida,Female,85 years and over,3501,44812,3761,1740,51,5564,
01/27/2021,01/01/2020,01/23/2021,Florida,Unknown,All Ages,0,16,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Florida,Unknown,Under 1 year,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Florida,Unknown,0-17 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Florida,Unknown,1-4 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Florida,Unknown,5-14 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Florida,Unknown,15-24 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Florida,Unknown,18-29 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Florida,Unknown,25-34 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Florida,Unknown,30-49 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Florida,Unknown,35-44 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Florida,Unknown,45-54 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Florida,Unknown,50-64 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Florida,Unknown,55-64 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Florida,Unknown,65-74 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Florida,Unknown,75-84 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Florida,Unknown,85 years and over,0,16,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Georgia,All Sexes,All Ages,9655,101164,9186,4759,198,14275,
01/27/2021,01/01/2020,01/23/2021,Georgia,Male,All Ages,5132,52306,5006,2633,97,7598,
01/27/2021,01/01/2020,01/23/2021,Georgia,Male,Under 1 year,,354,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Georgia,Male,0-17 years,,687,,0,,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Georgia,Male,1-4 years,,74,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Georgia,Male,5-14 years,,140,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Georgia,Male,15-24 years,13,879,15,,,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Georgia,Male,18-29 years,21,1507,32,,,52,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Georgia,Male,25-34 years,44,1610,38,12,,73,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Georgia,Male,30-49 years,284,4652,244,126,14,414,
01/27/2021,01/01/2020,01/23/2021,Georgia,Male,35-44 years,121,2163,109,52,,186,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Georgia,Male,45-54 years,341,4007,306,174,,482,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Georgia,Male,50-64 years,1008,11463,964,495,21,1498,
01/27/2021,01/01/2020,01/23/2021,Georgia,Male,55-64 years,796,9082,773,386,16,1199,
01/27/2021,01/01/2020,01/23/2021,Georgia,Male,65-74 years,1391,12483,1343,732,25,2026,
01/27/2021,01/01/2020,01/23/2021,Georgia,Male,75-84 years,1493,12543,1505,822,17,2192,
01/27/2021,01/01/2020,01/23/2021,Georgia,Male,85 years and over,928,8971,910,452,13,1399,
01/27/2021,01/01/2020,01/23/2021,Georgia,Female,All Ages,4523,48858,4180,2126,101,6677,
01/27/2021,01/01/2020,01/23/2021,Georgia,Female,Under 1 year,0,294,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Georgia,Female,0-17 years,,505,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Georgia,Female,1-4 years,0,68,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Georgia,Female,5-14 years,,91,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Georgia,Female,15-24 years,12,302,12,,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Georgia,Female,18-29 years,25,530,22,12,,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Georgia,Female,25-34 years,45,680,38,20,,65,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Georgia,Female,30-49 years,205,2800,204,87,13,335,
01/27/2021,01/01/2020,01/23/2021,Georgia,Female,35-44 years,83,1285,87,33,,143,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Georgia,Female,45-54 years,206,2715,223,105,10,334,
01/27/2021,01/01/2020,01/23/2021,Georgia,Female,50-64 years,679,7673,716,350,29,1074,
01/27/2021,01/01/2020,01/23/2021,Georgia,Female,55-64 years,563,6073,583,286,24,884,
01/27/2021,01/01/2020,01/23/2021,Georgia,Female,65-74 years,1020,9629,939,492,25,1492,
01/27/2021,01/01/2020,01/23/2021,Georgia,Female,75-84 years,1234,12272,1135,610,21,1780,
01/27/2021,01/01/2020,01/23/2021,Georgia,Female,85 years and over,1358,15449,1160,575,10,1952,
01/27/2021,01/01/2020,01/23/2021,Georgia,Unknown,All Ages,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Georgia,Unknown,Under 1 year,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Georgia,Unknown,0-17 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Georgia,Unknown,1-4 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Georgia,Unknown,5-14 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Georgia,Unknown,15-24 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Georgia,Unknown,18-29 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Georgia,Unknown,25-34 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Georgia,Unknown,30-49 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Georgia,Unknown,35-44 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Georgia,Unknown,45-54 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Georgia,Unknown,50-64 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Georgia,Unknown,55-64 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Georgia,Unknown,65-74 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Georgia,Unknown,75-84 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Georgia,Unknown,85 years and over,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Hawaii,All Sexes,All Ages,357,12305,832,172,26,1043,
01/27/2021,01/01/2020,01/23/2021,Hawaii,Male,All Ages,226,6642,488,110,16,620,
01/27/2021,01/01/2020,01/23/2021,Hawaii,Male,Under 1 year,0,37,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Hawaii,Male,0-17 years,0,61,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Hawaii,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Hawaii,Male,5-14 years,0,13,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Hawaii,Male,15-24 years,,69,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Hawaii,Male,18-29 years,,108,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Hawaii,Male,25-34 years,,130,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Hawaii,Male,30-49 years,10,492,17,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Hawaii,Male,35-44 years,,238,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Hawaii,Male,45-54 years,17,427,19,,0,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Hawaii,Male,50-64 years,50,1204,65,24,,93,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Hawaii,Male,55-64 years,36,948,52,19,,71,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Hawaii,Male,65-74 years,63,1510,104,33,,137,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Hawaii,Male,75-84 years,53,1506,126,27,,158,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Hawaii,Male,85 years and over,47,1761,167,22,,196,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Hawaii,Female,All Ages,131,5662,344,62,10,423,
01/27/2021,01/01/2020,01/23/2021,Hawaii,Female,Under 1 year,0,40,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Hawaii,Female,0-17 years,0,52,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Hawaii,Female,1-4 years,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Hawaii,Female,5-14 years,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Hawaii,Female,15-24 years,0,25,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Hawaii,Female,18-29 years,,51,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Hawaii,Female,25-34 years,,61,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Hawaii,Female,30-49 years,,220,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Hawaii,Female,35-44 years,,97,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Hawaii,Female,45-54 years,,223,11,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Hawaii,Female,50-64 years,21,651,45,10,,58,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Hawaii,Female,55-64 years,20,518,37,,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Hawaii,Female,65-74 years,21,888,59,11,,73,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Hawaii,Female,75-84 years,27,1125,57,13,,72,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Hawaii,Female,85 years and over,54,2675,169,24,,202,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
